% Model:              PCF_sweep.mph
% Version:            COMSOL 6.3.0.420
% Date:               Oct 15 2025, 02:46
% Table:              Table 1 - 
% freq                                            neff                                              mode_overlap                                      overlap
2.173495320500000E14                              1.424511643344273E0-5.120854809148967E-4i         0.000000000000000E0                               4.139176961879164E-4-5.511568450022920E-4i
2.173495320500000E14                              1.424541396862264E0-4.758553657701705E-4i         0.000000000000000E0                               -2.451613596144139E-4-4.907666896971205E-4i
2.173495320500000E14                              1.427735754776947E0-5.208575977972744E-5i         1.000000000000000E0                               7.677206189839882E-1+6.605541428798539E-2i
2.195979754850000E14                              1.422658470377477E0-8.655911038877337E-4i         0.000000000000000E0                               2.407014798318521E-2-1.527429592690748E-2i
2.195979754850000E14                              1.423750509138799E0-7.568020463023584E-4i         0.000000000000000E0                               -4.321890442988661E-2-3.600828459292661E-1i
2.195979754850000E14                              1.424868510887930E0-5.000931513201386E-4i         0.000000000000000E0                               -3.398776264809563E-4-2.315312901922198E-4i
2.195979754850000E14                              1.424900353677502E0-4.659415811644143E-4i         0.000000000000000E0                               -6.774605354272980E-5+4.375006802331075E-4i
2.195979754850000E14                              1.428069483286295E0-4.833950001481534E-5i         1.000000000000000E0                               7.742380315804451E-1+6.489093660188705E-2i
2.218464189200000E14                              1.423057329402621E0-8.533641176662033E-4i         0.000000000000000E0                               2.129041636172417E-2-1.901473108596375E-2i
2.218464189200000E14                              1.424153158168920E0-7.427727630908926E-4i         0.000000000000000E0                               -6.141106413563645E-2-3.533072751237498E-1i
2.218464189200000E14                              1.425215648769349E0-4.804199738302366E-4i         0.000000000000000E0                               5.044775827571046E-4+6.397454504370048E-4i
2.218464189200000E14                              1.425247404654297E0-4.504523165701678E-4i         0.000000000000000E0                               1.087184468600628E-4-4.259997280076748E-4i
2.218464189200000E14                              1.428399220118897E0-4.479816350176437E-5i         1.000000000000000E0                               7.804078795088543E-1+6.401288429123463E-2i
2.240948623550000E14                              1.423443257728403E0-8.137147483918867E-4i         0.000000000000000E0                               2.427929093179370E-2-1.025578747649000E-2i
2.240948623550000E14                              1.424547005819353E0-7.078324279667400E-4i         0.000000000000000E0                               -8.191899330477420E-2-3.474815346085768E-1i
2.240948623550000E14                              1.425560153883999E0-4.708891149086435E-4i         0.000000000000000E0                               2.859327121205558E-4+3.180078451305696E-4i
2.240948623550000E14                              1.425595047483880E0-4.415688319446761E-4i         0.000000000000000E0                               -1.912226743524858E-4-4.448050276189466E-4i
2.240948623550000E14                              1.428723811805560E0-4.151963152221924E-5i         1.000000000000000E0                               7.868624085796028E-1+6.187814229634359E-2i
2.263433057900000E14                              1.423827112454836E0-7.879396441431343E-4i         0.000000000000000E0                               2.402284269249726E-2-6.425874749061188E-3i
2.263433057900000E14                              1.424934469940266E0-6.844079055011624E-4i         0.000000000000000E0                               -5.925091041249460E-2-3.490012664497437E-1i
2.263433057900000E14                              1.425897512199158E0-4.577274176737570E-4i         0.000000000000000E0                               1.475663034171270E-4+3.512132732711968E-4i
2.263433057900000E14                              1.425934226448774E0-4.310035012577203E-4i         0.000000000000000E0                               4.637720086977141E-5-3.034579985964217E-4i
2.263433057900000E14                              1.429044364833418E0-3.843777917903593E-5i         1.000000000000000E0                               7.928903624010444E-1+6.183973222748938E-2i
2.285917492250000E14                              1.424203694755455E0-7.663997704584569E-4i         0.000000000000000E0                               2.389917030232370E-2-5.136664199086575E-3i
2.285917492250000E14                              1.425313846196299E0-6.642817041091570E-4i         0.000000000000000E0                               -7.777034649825798E-2-3.418292773090031E-1i
2.285917492250000E14                              1.426230528310911E0-4.433884516230842E-4i         0.000000000000000E0                               -1.000038983971016E-4-4.160793899859830E-4i
2.285917492250000E14                              1.426268427729501E0-4.207208120637706E-4i         0.000000000000000E0                               3.534440262554391E-4+3.654679341233184E-4i
2.285917492250000E14                              1.429360775912833E0-3.557410589806643E-5i         1.000000000000000E0                               7.989457800510725E-1+6.030520696876322E-2i
2.308401926600000E14                              1.424571726155890E0-7.586328291408036E-4i         0.000000000000000E0                               2.202220461106169E-2-1.032277712289292E-2i
2.308401926600000E14                              1.425685216036467E0-6.534364824290753E-4i         0.000000000000000E0                               -6.848137438052813E-2-3.392428043076217E-1i
2.308401926600000E14                              1.426557683617930E0-4.252624800478177E-4i         0.000000000000000E0                               -2.391380975178846E-4+9.814791932294098E-4i
2.308401926600000E14                              1.426594643867398E0-4.069825162782434E-4i         0.000000000000000E0                               5.202633193576938E-5-4.475699343684579E-4i
2.308401926600000E14                              1.429673316907174E0-3.294872445111635E-5i         1.000000000000000E0                               8.048156447101960E-1+6.019542985228860E-2i
2.330886360950000E14                              1.424944035011423E0-7.259611500810623E-4i         0.000000000000000E0                               2.314098114664410E-2+1.777693103357681E-3i
2.330886360950000E14                              1.426053904481182E0-6.255753986336449E-4i         0.000000000000000E0                               -8.683016783045600E-2-3.322532980846178E-1i
2.330886360950000E14                              1.426882213208652E0-4.188849505825013E-4i         0.000000000000000E0                               8.328532247820480E-5-4.394642305316819E-4i
2.330886360950000E14                              1.426922958656171E0-4.033403256939717E-4i         0.000000000000000E0                               9.167978991900478E-6-1.406760146746005E-4i
2.330886360950000E14                              1.429981379496439E0-3.037918010666789E-5i         1.000000000000000E0                               8.107653320724135E-1+5.829742890379466E-2i
2.353370795300000E14                              1.425302703050039E0-7.077877661105057E-4i         0.000000000000000E0                               2.240858142186118E-2+2.830388514376416E-3i
2.353370795300000E14                              1.426413280915101E0-6.075653500782747E-4i         0.000000000000000E0                               -9.457552227411187E-2-3.262648952863535E-1i
2.353370795300000E14                              1.427199949180491E0-4.065422136186755E-4i         0.000000000000000E0                               7.513686098868648E-5-2.868069532310417E-4i
2.353370795300000E14                              1.427242134408579E0-3.950465462955251E-4i         0.000000000000000E0                               -6.760443722294992E-4-2.763573340453449E-4i
2.353370795300000E14                              1.430285830991953E0-2.804809137016460E-5i         1.000000000000000E0                               8.164785438830086E-1+5.809177695344346E-2i
2.375855229650000E14                              1.425650140091632E0-6.857992831040924E-4i         0.000000000000000E0                               2.114184440082090E-2+2.537706306482463E-3i
2.375855229650000E14                              1.426763960729358E0-5.868197882157315E-4i         0.000000000000000E0                               -1.082777443047418E-1-3.184598036378057E-1i
2.375855229650000E14                              1.427513773770820E0-3.959901263373692E-4i         0.000000000000000E0                               -2.796651895785310E-5-6.998439596758563E-4i
2.375855229650000E14                              1.427554251551033E0-3.853373434921601E-4i         0.000000000000000E0                               -6.568826682864785E-4-3.916518282038144E-4i
2.375855229650000E14                              1.430586440821371E0-2.596006192337960E-5i         1.000000000000000E0                               8.221995640132980E-1+5.567554928541414E-2i
