% Model:              PCF_sweep.mph
% Version:            COMSOL 6.3.0.420
% Date:               Oct 15 2025, 02:46
% Table:              Table 1 - 
% freq                                            neff                                              mode_overlap                                      overlap
2.555730704450000E14                              1.429882763090208E0-3.154665440636889E-4i         0.000000000000000E0                               -7.252865325536528E-4+4.692267119254232E-4i
2.555730704450000E14                              1.429913355740539E0-3.229954367690486E-4i         0.000000000000000E0                               -5.124915785465574E-4-5.439019764773704E-4i
2.555730704450000E14                              1.432866806826639E0-1.365708790704967E-5i         1.000000000000000E0                               8.628891492735418E-1+4.732065140123011E-2i
2.578215138800000E14                              1.428598513274687E0-5.269432865218495E-4i         0.000000000000000E0                               -3.373205178578700E-3-1.029158644332587E-3i
2.578215138800000E14                              1.429684176513801E0-4.530668933336376E-4i         0.000000000000000E0                               -1.236524257177693E-1-2.726731414815545E-1i
2.578215138800000E14                              1.430157814119632E0-3.115953908327415E-4i         0.000000000000000E0                               3.008222610221179E-4-1.553992271383549E-4i
2.578215138800000E14                              1.430190477899899E0-3.225225882601265E-4i         0.000000000000000E0                               5.245447696796857E-4-8.366056366294341E-5i
2.578215138800000E14                              1.433137233803510E0-1.247230743210942E-5i         1.000000000000000E0                               8.676597485923360E-1+4.390570139897410E-2i
2.600699573150000E14                              1.428905547542849E0-5.157988055701454E-4i         0.000000000000000E0                               -3.087265824633439E-3-4.983624325572917E-4i
2.600699573150000E14                              1.429983918874905E0-4.399580556386187E-4i         0.000000000000000E0                               -1.273808232986425E-1-2.663172297754392E-1i
2.600699573150000E14                              1.430433192608565E0-3.039021241295279E-4i         0.000000000000000E0                               1.360268478135855E-4-1.927703530756347E-4i
2.600699573150000E14                              1.430464426922095E0-3.167064282915434E-4i         0.000000000000000E0                               1.178611790342282E-4+2.827830180477061E-4i
2.600699573150000E14                              1.433404788180277E0-1.147499715278369E-5i         1.000000000000000E0                               8.721391944145030E-1+4.369529115790980E-2i
2.623184007500000E14                              1.429206528978811E0-5.043227721803885E-4i         0.000000000000000E0                               -1.317515399783182E-3-1.649084805131378E-3i
2.623184007500000E14                              1.430277032929347E0-4.287911992009330E-4i         0.000000000000000E0                               -1.171986022631578E-1-2.661796775618744E-1i
2.623184007500000E14                              1.430706579250316E0-2.961506810427992E-4i         0.000000000000000E0                               -1.325965143731400E-5+1.641650889294141E-4i
2.623184007500000E14                              1.430734388665222E0-3.109661666014908E-4i         0.000000000000000E0                               7.091305794787483E-4-1.797403739099293E-4i
2.623184007500000E14                              1.433669428923526E0-1.057931958971524E-5i         1.000000000000000E0                               8.764757323524008E-1+4.253830179823685E-2i
2.645668441850000E14                              1.429495888964661E0-4.899994404826716E-4i         0.000000000000000E0                               4.758065019628236E-3-2.836264491479479E-3i
2.645668441850000E14                              1.430562569867093E0-4.217698146219866E-4i         0.000000000000000E0                               -1.306189771646491E-1-2.543918405919454E-1i
2.645668441850000E14                              1.430980291070045E0-2.860984772174639E-4i         0.000000000000000E0                               9.504902380211034E-4-1.067292852755318E-4i
2.645668441850000E14                              1.431005323378005E0-3.000260252663980E-4i         0.000000000000000E0                               7.372051645005469E-4+5.735217160515839E-4i
2.645668441850000E14                              1.433931227921444E0-9.821346571047830E-6i         1.000000000000000E0                               8.804987971380074E-1+4.274466637956987E-2i
2.668152876200000E14                              1.429796549091349E0-4.827942535158137E-4i         0.000000000000000E0                               -1.524843242535618E-3-1.419000663610705E-3i
2.668152876200000E14                              1.430855612472684E0-4.055486927390945E-4i         0.000000000000000E0                               -1.154930415217755E-1-2.574451129789832E-1i
2.668152876200000E14                              1.431241689520659E0-2.819586631714508E-4i         0.000000000000000E0                               5.701135761583586E-5+3.667328034790642E-5i
2.668152876200000E14                              1.431266655720061E0-2.998068750469318E-4i         0.000000000000000E0                               2.751225820621626E-4-4.469667775061555E-4i
2.668152876200000E14                              1.434190098017910E0-8.947720224650138E-6i         1.000000000000000E0                               8.847322471279273E-1+4.007492263310205E-2i
2.690637310550000E14                              1.430086902587498E0-4.723776125555041E-4i         0.000000000000000E0                               -1.188156846031299E-3-1.404075549478000E-3i
2.690637310550000E14                              1.431138283663398E0-3.946206285393429E-4i         0.000000000000000E0                               -1.486060596602113E-1-2.347560414793627E-1i
2.690637310550000E14                              1.431504822235231E0-2.751991492237314E-4i         0.000000000000000E0                               1.097720895846490E-4-1.415888274860944E-4i
2.690637310550000E14                              1.431528136895620E0-2.942335902074447E-4i         0.000000000000000E0                               -5.967161462622838E-5-2.684411133118344E-4i
2.690637310550000E14                              1.434446264260093E0-8.231566729418383E-6i         1.000000000000000E0                               8.886765542968168E-1+3.956295999512168E-2i
2.713121744900000E14                              1.430372036552865E0-4.614545678295789E-4i         0.000000000000000E0                               -1.491233612496442E-3-1.325224195483409E-3i
2.713121744900000E14                              1.431417997090378E0-3.839610211705568E-4i         0.000000000000000E0                               -1.286001167296727E-1-2.413882058521096E-1i
2.713121744900000E14                              1.431764729574629E0-2.689316441603508E-4i         0.000000000000000E0                               -2.981470879784553E-5-3.302098693635581E-5i
2.713121744900000E14                              1.431787029321771E0-2.887155343148480E-4i         0.000000000000000E0                               -5.872319866524854E-4-6.545437752373156E-4i
2.713121744900000E14                              1.434699695344256E0-7.566385554935107E-6i         1.000000000000000E0                               8.925699151557887E-1+3.796152730417172E-2i
2.735606179250000E14                              1.430655243087769E0-4.527481659607870E-4i         0.000000000000000E0                               -6.922954422430846E-4-1.632601028214564E-3i
2.735606179250000E14                              1.431692306449286E0-3.739280134613002E-4i         0.000000000000000E0                               -1.281161014418320E-1-2.367228742964052E-1i
2.735606179250000E14                              1.432022424919652E0-2.622990451757614E-4i         0.000000000000000E0                               -5.398095773848273E-5-4.294348450807359E-5i
2.735606179250000E14                              1.432041915217490E0-2.834386345293860E-4i         0.000000000000000E0                               8.170628039323353E-4+6.589391213103315E-4i
2.735606179250000E14                              1.434950476075431E0-6.966682654182784E-6i         1.000000000000000E0                               8.962920042577381E-1+3.672199753463731E-2i
2.758090613600000E14                              1.430931588154566E0-4.436720882041154E-4i         0.000000000000000E0                               -6.385163737889334E-4-1.259426398198726E-3i
2.758090613600000E14                              1.431963935618528E0-3.633530695676069E-4i         0.000000000000000E0                               -1.288993023701038E-1-2.314641350757541E-1i
2.758090613600000E14                              1.432276942009243E0-2.568320279673564E-4i         0.000000000000000E0                               3.509714536412787E-4-1.875457623719249E-4i
2.758090613600000E14                              1.432294734770812E0-2.769818398984431E-4i         0.000000000000000E0                               4.153471414504735E-4-1.056071831519446E-4i
2.758090613600000E14                              1.435198646349468E0-6.410968048052026E-6i         1.000000000000000E0                               8.998721298166485E-1+3.562414345324128E-2i
2.780575047950000E14                              1.431204308401078E0-4.313812092082085E-4i         0.000000000000000E0                               2.649011297473532E-3-1.571549159231106E-3i
2.780575047950000E14                              1.432228391597465E0-3.558919007046727E-4i         0.000000000000000E0                               -1.425542421336450E-1-2.180430082964723E-1i
2.780575047950000E14                              1.432531813769479E0-2.499106733483485E-4i         0.000000000000000E0                               -6.341051643219899E-4-4.566120823101132E-4i
2.780575047950000E14                              1.432547446289106E0-2.696384548558653E-4i         0.000000000000000E0                               8.020449796218399E-4+2.891182596057987E-4i
2.780575047950000E14                              1.435444272149516E0-5.940026384508437E-6i         1.000000000000000E0                               9.034875439945883E-1+3.545436088536656E-2i
2.803059482300000E14                              1.431480599456412E0-4.269302298234644E-4i         0.000000000000000E0                               -4.923038080449642E-4-1.181622398872214E-3i
2.803059482300000E14                              1.432497099682619E0-3.441936782486634E-4i         0.000000000000000E0                               -1.336210634097390E-1-2.188894043785163E-1i
2.803059482300000E14                              1.432777897689866E0-2.451328628937710E-4i         0.000000000000000E0                               -2.652725445874656E-4-1.583547655957614E-4i
2.803059482300000E14                              1.432791728678153E0-2.664689024325601E-4i         0.000000000000000E0                               1.564519696242305E-4+2.304478225652649E-4i
2.803059482300000E14                              1.435687327203488E0-5.422576442897991E-6i         1.000000000000000E0                               9.069055519658773E-1+3.354947573290959E-2i
2.825543916650000E14                              1.431748806597835E0-4.193701153121094E-4i         0.000000000000000E0                               -2.223205690005836E-4-1.198817140021261E-3i
2.825543916650000E14                              1.432758367934556E0-3.346449479137416E-4i         0.000000000000000E0                               -1.240457017425256E-1-2.195997044221555E-1i
2.825543916650000E14                              1.433024038338557E0-2.396036733784002E-4i         0.000000000000000E0                               -1.375799378885796E-6-2.567470159445780E-4i
2.825543916650000E14                              1.433035644364501E0-2.609373165357212E-4i         0.000000000000000E0                               4.787518347090092E-4+5.158702631851545E-4i
2.825543916650000E14                              1.435927916787929E0-4.987619200426618E-6i         1.000000000000000E0                               9.100344182727544E-1+3.280133792300602E-2i
2.848028351000000E14                              1.432015606038262E0-4.106055331457776E-4i         0.000000000000000E0                               9.061485679622420E-4-8.136474870755721E-4i
2.848028351000000E14                              1.433015252918637E0-3.259019794678989E-4i         0.000000000000000E0                               -1.380690740018161E-1-2.060539400805475E-1i
2.848028351000000E14                              1.433269527916346E0-2.343794669196188E-4i         0.000000000000000E0                               2.369783376901242E-4-1.620959478310917E-5i
2.848028351000000E14                              1.433278401757001E0-2.561695221810698E-4i         0.000000000000000E0                               -3.260299630258735E-4-1.577076368049042E-4i
2.848028351000000E14                              1.436166079467827E0-4.597074023852509E-6i         1.000000000000000E0                               9.132595614514801E-1+3.172140184224658E-2i
2.870512785350000E14                              1.432277403691450E0-4.013521514779020E-4i         0.000000000000000E0                               -2.992944570074601E-4-1.341661505577605E-3i
2.870512785350000E14                              1.433272136839608E0-3.183109380563211E-4i         0.000000000000000E0                               -1.412843245709910E-1-1.985818242712332E-1i
2.870512785350000E14                              1.433509995261090E0-2.287808278810660E-4i         0.000000000000000E0                               -3.868410211311772E-4-2.542070204542590E-4i
2.870512785350000E14                              1.433519422580482E0-2.511465750991555E-4i         0.000000000000000E0                               -1.756421714364468E-3-1.415315387609957E-3i
2.870512785350000E14                              1.436401852620432E0-4.220693618718460E-6i         1.000000000000000E0                               9.164086622904635E-1+2.998785420105775E-2i
2.892997219700000E14                              1.433518926387496E0-3.105709480895079E-4i         0.000000000000000E0                               -1.438109117809802E-1-1.916777920422590E-1i
2.892997219700000E14                              1.433754009841887E0-2.246567453412481E-4i         0.000000000000000E0                               -1.068600166457177E-3-6.549811687581620E-4i
2.892997219700000E14                              1.433758623249487E0-2.443999411928775E-4i         0.000000000000000E0                               1.400054169931077E-3+5.217287578887803E-4i
2.892997219700000E14                              1.436635298992705E0-3.917369334432035E-6i         1.000000000000000E0                               9.193184320522307E-1+3.028080488447730E-2i
2.892997219700000E14                              1.437221339751052E0-4.017788409781739E-3i         0.000000000000000E0                               1.111644299482348E-4+2.038338844621435E-5i
2.915481654050000E14                              1.433768941760818E0-3.023879135442178E-4i         0.000000000000000E0                               -1.260601611518225E-1-1.989381674629710E-1i
2.915481654050000E14                              1.433990153056912E0-2.198156567272337E-4i         0.000000000000000E0                               -8.256965554131789E-4-6.630971373552025E-4i
2.915481654050000E14                              1.433993394732428E0-2.395316044929701E-4i         0.000000000000000E0                               1.436193288575155E-3+3.249527816888253E-4i
2.915481654050000E14                              1.436866395410344E0-3.600582766885254E-6i         1.000000000000000E0                               9.221692754837482E-1+2.951170666024530E-2i
2.915481654050000E14                              1.437520819269935E0-3.980142430869385E-3i         0.000000000000000E0                               1.469244383391353E-4+3.806380588191809E-5i
2.937966088400000E14                              1.434021472396773E0-2.941631787045863E-4i         0.000000000000000E0                               -1.184469255939003E-1-1.988083036281993E-1i
2.937966088400000E14                              1.434219313278891E0-2.139303501085522E-4i         0.000000000000000E0                               5.521775762667612E-4+1.752530632893731E-4i
2.937966088400000E14                              1.434223085404024E0-2.350060255459281E-4i         0.000000000000000E0                               6.106324231668896E-4+1.150045220393658E-4i
2.937966088400000E14                              1.437095231255054E0-3.274024798914097E-6i         1.000000000000000E0                               9.251009793104932E-1+2.765078083403733E-2i
2.937966088400000E14                              1.437810047056156E0-3.936076845420607E-3i         0.000000000000000E0                               4.977387019759677E-5-6.779581738369178E-6i
2.960450522750000E14                              1.434264931588700E0-2.863332655501964E-4i         0.000000000000000E0                               -1.184855702432014E-1-1.941113874489741E-1i
2.960450522750000E14                              1.434451835366150E0-2.093323736139754E-4i         0.000000000000000E0                               -3.728791950587685E-4-2.829609515433957E-4i
2.960450522750000E14                              1.434453200151836E0-2.299005682413860E-4i         0.000000000000000E0                               -4.388638495012452E-4-7.944686187442724E-5i
2.960450522750000E14                              1.437321866198819E0-3.013058816478437E-6i         1.000000000000000E0                               9.277773053303258E-1+2.679988321051940E-2i
2.960450522750000E14                              1.438101589386144E0-3.884612259147538E-3i         0.000000000000000E0                               1.235397701172468E-5+5.756589748330360E-7i
2.982934957100000E14                              1.434505403386785E0-2.787105895160209E-4i         0.000000000000000E0                               -1.274970225085945E-1-1.834596734759062E-1i
2.982934957100000E14                              1.434682009877481E0-2.050568820038896E-4i         0.000000000000000E0                               -8.866524125019732E-4-2.267664334764166E-4i
2.982934957100000E14                              1.434682376596362E0-2.247749773183141E-4i         0.000000000000000E0                               2.877664046388861E-4+4.100508645725585E-4i
2.982934957100000E14                              1.437546282923487E0-2.777218291469902E-6i         1.000000000000000E0                               9.302204692120790E-1+2.644094299021609E-2i
2.982934957100000E14                              1.438361859406731E0-3.830564603730562E-3i         0.000000000000000E0                               6.565485355006413E-5+3.976229032910112E-5i
3.005419391450000E14                              1.434737348400139E0-2.719405394714931E-4i         0.000000000000000E0                               -1.315908589414152E-1-1.757679262857156E-1i
3.005419391450000E14                              1.434915207949804E0-2.023280538027062E-4i         0.000000000000000E0                               -5.011054025651528E-4+1.368734966093684E-3i
3.005419391450000E14                              1.434914424749572E0-2.189829348419800E-4i         0.000000000000000E0                               -8.140003795816253E-4-2.017247927564420E-3i
3.005419391450000E14                              1.437768570159297E0-2.597485466789991E-6i         1.000000000000000E0                               9.327380803076444E-1+2.622456546856134E-2i
3.005419391450000E14                              1.438609186585669E0-3.769789608951319E-3i         0.000000000000000E0                               1.585601013606025E-4+5.206616586362221E-5i
3.027903825800000E14                              1.434979178275489E0-2.642696025295087E-4i         0.000000000000000E0                               -1.184297807408122E-1-1.801652958200959E-1i
3.027903825800000E14                              1.435133942259438E0-2.144547011933999E-4i         0.000000000000000E0                               6.861174294171860E-4+6.417426203378406E-4i
3.027903825800000E14                              1.435136468436353E0-1.966182576593008E-4i         0.000000000000000E0                               -4.576481867554012E-4-9.121475633732323E-5i
3.027903825800000E14                              1.437988731552933E0-2.357571197690577E-6i         1.000000000000000E0                               9.351230666260638E-1+2.488180513333411E-2i
3.027903825800000E14                              1.438887230064348E0-3.727793707899787E-3i         0.000000000000000E0                               1.009126527504586E-4+1.963113280648585E-5i
3.050388260150000E14                              1.435207085974279E0-2.569355286598430E-4i         0.000000000000000E0                               -1.271269669162712E-1-1.696247657050186E-1i
3.050388260150000E14                              1.435359490991041E0-2.088874147648871E-4i         0.000000000000000E0                               2.744660693636034E-4-1.202277497953416E-3i
3.050388260150000E14                              1.435363663119252E0-1.942869309378178E-4i         0.000000000000000E0                               1.017150960974328E-3+6.550561704738640E-4i
3.050388260150000E14                              1.438206831256835E0-2.201636604165351E-6i         1.000000000000000E0                               9.375522535875169E-1+2.407259359318354E-2i
3.050388260150000E14                              1.439152597886171E0-3.590658478848682E-3i         0.000000000000000E0                               9.254465743864586E-5+4.954661557767137E-5i
3.072872694500000E14                              1.435442176980329E0-2.506220487520507E-4i         0.000000000000000E0                               -1.334504663238000E-1-1.595793759815645E-1i
3.072872694500000E14                              1.435576647563314E0-2.043937951238138E-4i         0.000000000000000E0                               -8.495556481817384E-4+1.660883063678284E-3i
3.072872694500000E14                              1.435581488864586E0-1.879331928017702E-4i         0.000000000000000E0                               3.897147632560004E-4-6.985539442249754E-4i
3.072872694500000E14                              1.438422880289610E0-2.010026073689979E-6i         1.000000000000000E0                               9.397822157223397E-1+2.241856012471044E-2i
3.072872694500000E14                              1.439419553964964E0-3.516693986117718E-3i         0.000000000000000E0                               3.332381706671764E-5+4.465471162014388E-5i
3.095357128850000E14                              1.435671144507748E0-2.447036233831852E-4i         0.000000000000000E0                               -1.223989736727345E-1-1.634709518731453E-1i
3.095357128850000E14                              1.435795443555463E0-1.992508218880854E-4i         0.000000000000000E0                               7.029246988175405E-4+1.115352002586972E-3i
3.095357128850000E14                              1.435801367953298E0-1.834562549296496E-4i         0.000000000000000E0                               -5.583672177878884E-4-6.750916597204178E-4i
3.095357128850000E14                              1.438636911982810E0-1.851332680903257E-6i         1.000000000000000E0                               9.419466967046164E-1+2.208049776487642E-2i
3.095357128850000E14                              1.439675272492220E0-3.465302502807300E-3i         0.000000000000000E0                               5.009424298336486E-5+4.153827117560765E-5i
3.117841563200000E14                              1.435897406014933E0-2.382258525021326E-4i         0.000000000000000E0                               -1.210798143388895E-1-1.598579707708284E-1i
3.117841563200000E14                              1.436012117898507E0-1.940909944546784E-4i         0.000000000000000E0                               -8.058340523832537E-4+3.247576963764301E-3i
3.117841563200000E14                              1.436019735473655E0-1.800423776068983E-4i         0.000000000000000E0                               1.258849213980182E-3-7.769573692730087E-6i
3.117841563200000E14                              1.438848982915802E0-1.708069828183463E-6i         1.000000000000000E0                               9.441111012014920E-1+2.200216010423397E-2i
3.117841563200000E14                              1.439945406691763E0-3.402928998287724E-3i         0.000000000000000E0                               2.516029511653676E-5+1.863753855949042E-5i
3.140325997550000E14                              1.436115905035757E0-2.300547416879160E-4i         0.000000000000000E0                               -1.269328264866109E-1-1.509584974675220E-1i
3.140325997550000E14                              1.436232070872047E0-1.896219003825530E-4i         0.000000000000000E0                               -1.233818660579112E-3-5.399939154539237E-4i
3.140325997550000E14                              1.436239352849966E0-1.805423213752608E-4i         0.000000000000000E0                               3.434725510238549E-4+1.264235083395466E-3i
3.140325997550000E14                              1.439059131764530E0-1.601196056503725E-6i         1.000000000000000E0                               9.460227046314358E-1+2.152252600321061E-2i
3.140325997550000E14                              1.440166364132851E0-3.349660160050822E-3i         0.000000000000000E0                               1.072601124556671E-4+7.038243684905565E-5i
3.162810431900000E14                              1.436343391257683E0-2.269031553215220E-4i         0.000000000000000E0                               -1.109226059704822E-1-1.582336826734374E-1i
3.162810431900000E14                              1.436441045033732E0-1.840643449294497E-4i         0.000000000000000E0                               -6.502978113781684E-6+1.969440688427835E-3i
3.162810431900000E14                              1.436450817486196E0-1.722998032123395E-4i         0.000000000000000E0                               -9.059051047835810E-4-4.526698124301635E-4i
3.162810431900000E14                              1.439267381090536E0-1.454355299094973E-6i         1.000000000000000E0                               9.481127511186066E-1+2.027733157053168E-2i
3.162810431900000E14                              1.440430977021004E0-3.312989248018435E-3i         0.000000000000000E0                               1.804564243706614E-5+3.810691400853801E-5i
3.185294866250000E14                              1.436563260912426E0-2.205483801035115E-4i         0.000000000000000E0                               -1.151351405064131E-1-1.508497281679784E-1i
3.185294866250000E14                              1.436653077087512E0-1.797135498753644E-4i         0.000000000000000E0                               -6.747297848545284E-4-1.373219235343280E-3i
3.185294866250000E14                              1.436663207259889E0-1.691919335172420E-4i         0.000000000000000E0                               7.937300432773306E-4+5.666929535695013E-4i
3.185294866250000E14                              1.439473747961417E0-1.343999171214372E-6i         1.000000000000000E0                               9.500308502639104E-1+1.909115338391422E-2i
3.185294866250000E14                              1.440661739418427E0-3.263030830849537E-3i         0.000000000000000E0                               8.121034733016819E-6+1.206141398303225E-5i
3.207779300600000E14                              1.436775091883570E0-2.134064432326975E-4i         0.000000000000000E0                               -1.261786340755196E-1-1.373314756941353E-1i
3.207779300600000E14                              1.436867375373728E0-1.766136886176539E-4i         0.000000000000000E0                               -1.310933361768445E-4-2.441126968391141E-3i
3.207779300600000E14                              1.436877421168650E0-1.701435749002877E-4i         0.000000000000000E0                               -1.708213696861571E-3+1.597557519777534E-4i
3.207779300600000E14                              1.439678282785917E0-1.262411588252359E-6i         1.000000000000000E0                               9.516724710781956E-1+1.970253670073810E-2i
3.207779300600000E14                              1.440876639097313E0-3.197260059758938E-3i         0.000000000000000E0                               7.412082805144615E-5+5.167891476775706E-5i
3.230263734950000E14                              1.436992945386633E0-2.089877573093975E-4i         0.000000000000000E0                               -1.213891711450828E-1-1.368088249898705E-1i
3.230263734950000E14                              1.437076625771456E0-1.741497420636928E-4i         0.000000000000000E0                               -3.087058969380650E-3+7.544213512915614E-4i
3.230263734950000E14                              1.437085299726467E0-1.660636474726983E-4i         0.000000000000000E0                               4.154791590732943E-4+1.625337982087740E-3i
3.230263734950000E14                              1.439881020614082E0-1.158322780427010E-6i         1.000000000000000E0                               9.534980955707837E-1+1.835225749450042E-2i
3.230263734950000E14                              1.441116750908069E0-3.294230782465317E-3i         0.000000000000000E0                               8.324011561412726E-5+5.865414267551761E-5i
3.252748169300000E14                              1.437210241065828E0-2.062241999784548E-4i         0.000000000000000E0                               -1.035803683716434E-1-1.462286016315067E-1i
3.252748169300000E14                              1.437279947636738E0-1.675105128579840E-4i         0.000000000000000E0                               -6.421258336503646E-4-2.005186771454900E-3i
3.252748169300000E14                              1.437290679645528E0-1.589178589866582E-4i         0.000000000000000E0                               1.001527977987949E-3+5.817934399940158E-5i
3.252748169300000E14                              1.440082009468549E0-1.058688217727511E-6i         1.000000000000000E0                               9.552188703618257E-1+1.750012795950173E-2i
3.252748169300000E14                              1.440187546761399E0-3.422981477071306E-3i         0.000000000000000E0                               -1.710271099227614E-6+1.544448249706361E-5i
3.275232603650000E14                              1.437417490568223E0-1.983190053582735E-4i         0.000000000000000E0                               -1.135498656182794E-1-1.348021488807056E-1i
3.275232603650000E14                              1.437488675828752E0-1.658080384424877E-4i         0.000000000000000E0                               4.053789460471436E-4-2.242852051818013E-3i
3.275232603650000E14                              1.437498556457383E0-1.600875232543525E-4i         0.000000000000000E0                               -1.250328588604388E-3+1.388800209391499E-3i
3.275232603650000E14                              1.440281252221569E0-9.940464515303828E-7i         1.000000000000000E0                               9.569291449446437E-1+1.726976531916540E-2i
3.275232603650000E14                              1.440459742906912E0-3.378088355889516E-3i         0.000000000000000E0                               3.936019193809776E-5+1.748271509696965E-6i
3.297717038000000E14                              1.437632204419589E0-1.965557937436684E-4i         0.000000000000000E0                               -1.089398975892702E-1-1.337130434861457E-1i
3.297717038000000E14                              1.437689820614412E0-1.598012558493646E-4i         0.000000000000000E0                               -6.931812371036563E-4-3.151054949396323E-3i
3.297717038000000E14                              1.437700313978575E0-1.524968851441882E-4i         0.000000000000000E0                               1.084398837134492E-3+2.646385251765057E-4i
3.297717038000000E14                              1.440478782331990E0-9.049910260028183E-7i         1.000000000000000E0                               9.583827627226231E-1+1.619841045293886E-2i
3.297717038000000E14                              1.441809433636883E0-3.121039440007570E-3i         0.000000000000000E0                               4.144961170578709E-5+4.532771064514677E-5i
3.320201472350000E14                              1.437840020633258E0-1.922520125052001E-4i         0.000000000000000E0                               -1.070555284205828E-1-1.310213449664843E-1i
3.320201472350000E14                              1.437891693381745E0-1.553077182912216E-4i         0.000000000000000E0                               -2.890034781968552E-5-9.587086039710725E-4i
3.320201472350000E14                              1.437903330003163E0-1.491498143309466E-4i         0.000000000000000E0                               7.420290945206038E-5+1.072873106981818E-3i
3.320201472350000E14                              1.440674666854210E0-8.385667617140664E-7i         1.000000000000000E0                               9.598381625615670E-1+1.634868356044161E-2i
3.320201472350000E14                              1.440889439000407E0-3.313324491352070E-3i         0.000000000000000E0                               2.618683310738710E-5+8.614313851380729E-6i
3.342685906700000E14                              1.438046266028207E0-1.873784892703298E-4i         0.000000000000000E0                               -1.089233453981571E-1-1.253021140888129E-1i
3.342685906700000E14                              1.438092734545310E0-1.516133786261853E-4i         0.000000000000000E0                               -5.491228624609544E-4+1.770461930702822E-3i
3.342685906700000E14                              1.438104479372189E0-1.467769858550376E-4i         0.000000000000000E0                               7.922770479748939E-4+5.912467069297431E-4i
3.342685906700000E14                              1.440868887109398E0-7.765711788614194E-7i         1.000000000000000E0                               9.613387775555384E-1+1.545245262744362E-2i
3.342685906700000E14                              1.441123058689922E0-3.277147444597351E-3i         0.000000000000000E0                               -2.446779595723428E-6-1.286145604445552E-5i
3.365170341050000E14                              1.438246819001889E0-1.791664296269140E-4i         0.000000000000000E0                               -1.157248893459676E-1-1.151828955378405E-1i
3.365170341050000E14                              1.438294905727924E0-1.491074283386609E-4i         0.000000000000000E0                               -1.923923753137740E-3-3.363018780755674E-3i
3.365170341050000E14                              1.438305394862236E0-1.491671754221997E-4i         0.000000000000000E0                               -1.502825545517145E-3+9.825758277807535E-4i
3.365170341050000E14                              1.441061496777143E0-7.322199873361379E-7i         1.000000000000000E0                               9.627569181759064E-1+1.550577171902304E-2i
3.365170341050000E14                              1.441352558947915E0-3.246055975871451E-3i         0.000000000000000E0                               5.227110520874723E-5-6.186347699023432E-7i
3.387654775400000E14                              1.438450152023422E0-1.755178010284585E-4i         0.000000000000000E0                               -1.135974681219757E-1-1.127234758917010E-1i
3.387654775400000E14                              1.438492244919122E0-1.457816455506635E-4i         0.000000000000000E0                               -4.995853905020885E-3+1.709114016352350E-3i
3.387654775400000E14                              1.438503541845086E0-1.459608751207025E-4i         0.000000000000000E0                               2.397314382722619E-3-1.034738913128090E-3i
3.387654775400000E14                              1.441252547748510E0-6.776436528621087E-7i         1.000000000000000E0                               9.641678559545319E-1+1.447542234464128E-2i
3.387654775400000E14                              1.441598686667316E0-3.188133476952664E-3i         0.000000000000000E0                               2.468694233197573E-5+1.825582867496738E-5i
3.410139209750000E14                              1.438652087047728E0-1.725109308709460E-4i         0.000000000000000E0                               -1.042685903712452E-1-1.172537840269798E-1i
3.410139209750000E14                              1.438688221454411E0-1.418447061531911E-4i         0.000000000000000E0                               -3.458329159028084E-3-2.039226286471634E-3i
3.410139209750000E14                              1.438699928462497E0-1.415158749666705E-4i         0.000000000000000E0                               -3.967737525145499E-4+1.923780531505489E-3i
3.410139209750000E14                              1.441442037820715E0-6.262566347131903E-7i         1.000000000000000E0                               9.654119790995057E-1+1.475907241308205E-2i
3.410139209750000E14                              1.441811458288662E0-3.160404664771936E-3i         0.000000000000000E0                               -6.043589087930242E-6-5.713077427588397E-6i
3.432623644100000E14                              1.438854369379896E0-1.704859668810501E-4i         0.000000000000000E0                               -1.020771172070389E-1-1.148864392437173E-1i
3.432623644100000E14                              1.438881673073218E0-1.382346492904391E-4i         0.000000000000000E0                               8.400581651211096E-4-1.700341566955218E-3i
3.432623644100000E14                              1.438893615214556E0-1.362384843495582E-4i         0.000000000000000E0                               -5.510030092312499E-4-6.912454318670068E-4i
3.432623644100000E14                              1.441630007944075E0-5.738810094518337E-7i         1.000000000000000E0                               9.666230998719474E-1+1.348879356658226E-2i
3.432623644100000E14                              1.442019647588958E0-3.128599828834235E-3i         0.000000000000000E0                               -1.704487955099971E-6-1.151835154900815E-5i
3.455108078450000E14                              1.439052231590538E0-1.668163156995726E-4i         0.000000000000000E0                               -9.796353521367165E-2-1.145632440061592E-1i
3.455108078450000E14                              1.439075636170660E0-1.345394863967088E-4i         0.000000000000000E0                               -1.574015545905412E-3+4.236034359289740E-4i
3.455108078450000E14                              1.439087614670862E0-1.337461459403469E-4i         0.000000000000000E0                               1.014026894217649E-4+1.414863803357687E-3i
3.455108078450000E14                              1.441816463600857E0-5.331974453422966E-7i         1.000000000000000E0                               9.679482900096220E-1+1.321058103389201E-2i
3.455108078450000E14                              1.442237536079794E0-3.092957854104344E-3i         0.000000000000000E0                               -2.334307747110919E-5+4.029629913449972E-6i
3.477592512800000E14                              1.439245919297968E0-1.595004155169935E-4i         0.000000000000000E0                               -1.060976979697811E-1-1.033093238777019E-1i
3.477592512800000E14                              1.439270407383719E0-1.330370952593276E-4i         0.000000000000000E0                               -3.273018770694819E-3-1.045427385534842E-3i
3.477592512800000E14                              1.439280516402793E0-1.359623984331143E-4i         0.000000000000000E0                               -1.138208203217977E-4+3.074786432706060E-3i
