% Model:              20240422_3B_ideal_sweep.mph
% Version:            COMSOL 6.3.0.420
% Date:               Jan 14 2026, 18:43
% Table:              Table 2 - 
% freq                                            neff                                              mode_overlap                                      A_eff                                             overlap
2.128526451800000E14                              1.421334449527437E0-5.005104627661752E-4i         0.000000000000000E0                               1.256949497413924E-10                             6.167340063711081E-4-3.356094134309134E-4i
2.128526451800000E14                              1.421380965696773E0-4.813574548632260E-4i         0.000000000000000E0                               1.249917445874618E-10                             1.052241327283468E-3-2.493045764331612E-4i
2.128526451800000E14                              1.425069649659691E0-3.695718006763202E-5i         1.000000000000000E0                               1.565569089206049E-11                             7.830909672871886E-1+5.606661474209321E-2i
2.151010886150000E14                              1.419438687344658E0-8.492376413132248E-4i         0.000000000000000E0                               1.601219066193687E-10                             2.169660466975782E-2+3.112430912336827E-3i
2.151010886150000E14                              1.420780209545015E0-7.297195929714047E-4i         0.000000000000000E0                               9.418581153125118E-11                             -9.829522425941886E-2-3.357610589361918E-1i
2.151010886150000E14                              1.421726729618641E0-4.914973667853210E-4i         0.000000000000000E0                               1.254079185135214E-10                             -3.819395423290843E-5-9.626072222934668E-5i
2.151010886150000E14                              1.421775780561988E0-4.758022752117465E-4i         0.000000000000000E0                               1.252085134652863E-10                             -4.058434797377886E-4-6.793865535186482E-4i
2.151010886150000E14                              1.425446603584088E0-3.371895223962606E-5i         1.000000000000000E0                               1.504896400324390E-11                             7.902213016438580E-1+5.379145186011083E-2i
2.173495320500000E14                              1.419869494742882E0-8.371457424596271E-4i         0.000000000000000E0                               1.463152014466383E-10                             2.193229180748170E-2-2.267243662721867E-3i
2.173495320500000E14                              1.421215851394282E0-7.146815210555553E-4i         0.000000000000000E0                               9.500134650993631E-11                             -1.107106209798530E-1-3.267537360345011E-1i
2.173495320500000E14                              1.422113822662771E0-4.703182968559238E-4i         0.000000000000000E0                               1.238333532502500E-10                             7.552192637964449E-4-4.752434809739772E-4i
2.173495320500000E14                              1.422161616588094E0-4.591250378623478E-4i         0.000000000000000E0                               1.240804288483917E-10                             -4.080638952160151E-4+5.592322967853423E-4i
2.173495320500000E14                              1.425818903370142E0-3.091263036066044E-5i         1.000000000000000E0                               1.448766193986751E-11                             7.968665609246623E-1+5.189442814450424E-2i
