% Model:              20240422_3B_SEM_sweep_reduced.mph
% Version:            COMSOL 6.3.0.420
% Date:               Nov 26 2025, 14:18
% Table:              Table 1 - 
% freq                                            neff                                              mode_overlap                                      A_eff                                             overlap
1.633868896100000E14                              1.416506316749349E0-9.371718322014680E-5i         1.000000000000000E0                               5.892294567188700E-12                             3.455612229372341E-1-5.729404357735080E-1i
1.633868896100000E14                              1.416584607385833E0-9.341842221996548E-5i         0.000000000000000E0                               5.892294567188700E-12                             -2.859088427955362E-2-7.244289371601376E-2i
1.656353330450000E14                              1.411605219249058E0-5.967745772369206E-4i         0.000000000000000E0                               5.892294567188700E-12                             -2.510740385599152E-3-1.903328250161535E-3i
1.656353330450000E14                              1.411896559484816E0-6.083233189521336E-4i         0.000000000000000E0                               5.892294567188700E-12                             -1.031415232618839E-1+1.692718253312761E-1i
1.656353330450000E14                              1.411970770107592E0-6.183441857703586E-4i         0.000000000000000E0                               5.892294567188700E-12                             -2.862277065916038E-2+7.397218950990618E-3i
1.656353330450000E14                              1.417061080277433E0-8.637036699289033E-5i         1.000000000000000E0                               5.892294567188700E-12                             5.213968446718827E-1-4.304479254302039E-1i
1.656353330450000E14                              1.417138779556534E0-8.608507219971324E-5i         0.000000000000000E0                               5.892294567188700E-12                             -1.422887857402549E-2-7.443893549131898E-2i
1.678837764800000E14                              1.412212566451294E0-5.697085849663961E-4i         0.000000000000000E0                               5.892294567188700E-12                             -3.211949236827544E-3-1.338665647072572E-3i
1.678837764800000E14                              1.412511468721045E0-5.870705185893563E-4i         0.000000000000000E0                               5.892294567188700E-12                             -9.228448539695190E-2+1.791547366927537E-1i
1.678837764800000E14                              1.412590190705663E0-5.925168522358077E-4i         0.000000000000000E0                               5.892294567188700E-12                             -2.034926558335786E-2+7.958217379860426E-3i
1.678837764800000E14                              1.417600923278750E0-7.968602950030943E-5i         1.000000000000000E0                               5.892294567188700E-12                             3.322026026581242E-1-5.965739075462366E-1i
1.678837764800000E14                              1.417678236226790E0-7.917329811110356E-5i         0.000000000000000E0                               5.892294567188700E-12                             1.094985861695752E-3-7.623512540489810E-2i
1.701322199150000E14                              1.412806694739814E0-5.432867987299500E-4i         0.000000000000000E0                               5.892294567188700E-12                             -3.069390937764927E-3-1.061245678572832E-3i
1.701322199150000E14                              1.413119080827286E0-5.626716382044563E-4i         0.000000000000000E0                               5.892294567188700E-12                             -1.073820170777487E-1+1.705339010669824E-1i
1.701322199150000E14                              1.413186459591904E0-5.743951378075168E-4i         0.000000000000000E0                               5.892294567188700E-12                             -3.808244153935741E-2+5.807364843157133E-3i
1.701322199150000E14                              1.418128998690247E0-7.322281506673052E-5i         1.000000000000000E0                               5.892294567188700E-12                             4.225209145392960E-1-5.446487880079005E-1i
1.701322199150000E14                              1.418205808484564E0-7.305355330847703E-5i         0.000000000000000E0                               5.892294567188700E-12                             -4.636708536961076E-3-7.859246182661161E-2i
1.723806633500000E14                              1.413385569716954E0-5.189067099516644E-4i         0.000000000000000E0                               5.892294567188700E-12                             -3.667212245309847E-3-6.753883314660251E-4i
1.723806633500000E14                              1.413701861600089E0-5.438707741538542E-4i         0.000000000000000E0                               5.892294567188700E-12                             -8.830801265093100E-2+1.854304687474045E-1i
1.723806633500000E14                              1.413777876987667E0-5.514487558021213E-4i         0.000000000000000E0                               5.892294567188700E-12                             -2.626134971541942E-2+6.891405060161405E-3i
1.723806633500000E14                              1.418646965640331E0-6.752683161996886E-5i         1.000000000000000E0                               5.892294567188700E-12                             4.136122939100055E-1-5.597278627448556E-1i
1.723806633500000E14                              1.418722926777966E0-6.709517359497880E-5i         0.000000000000000E0                               5.892294567188700E-12                             -1.808345037707016E-2-7.700848913399440E-2i
1.746291067850000E14                              1.413949246392234E0-4.951968044677537E-4i         0.000000000000000E0                               5.892294567188700E-12                             -3.618283125828759E-3-2.245258257618129E-5i
1.746291067850000E14                              1.414276161142183E0-5.235449425488745E-4i         0.000000000000000E0                               5.892294567188700E-12                             -9.237640012794701E-2+1.845533717731395E-1i
1.746291067850000E14                              1.414348784098692E0-5.335842880671100E-4i         0.000000000000000E0                               5.892294567188700E-12                             -3.267043740694003E-2+7.106767524276999E-3i
1.746291067850000E14                              1.419150376950854E0-6.210252458956732E-5i         1.000000000000000E0                               5.892294567188700E-12                             1.705139246766925E-1-6.817524868371937E-1i
1.746291067850000E14                              1.419225649003374E0-6.176000240276406E-5i         0.000000000000000E0                               5.892294567188700E-12                             -8.991616174337205E-3-7.853424807986775E-2i
1.768775502200000E14                              1.414499911271911E0-4.732047343134531E-4i         0.000000000000000E0                               5.892294567188700E-12                             -3.294315892327507E-3+8.426582641391261E-4i
1.768775502200000E14                              1.414839960061220E0-5.051817568821402E-4i         0.000000000000000E0                               5.892294567188700E-12                             -1.007608916924785E-1+1.791253128083744E-1i
1.768775502200000E14                              1.414901650938708E0-5.148412254730890E-4i         0.000000000000000E0                               5.892294567188700E-12                             -4.835628899790740E-2+1.718232918405492E-3i
1.768775502200000E14                              1.419644573787162E0-5.697563703449534E-5i         1.000000000000000E0                               5.892294567188700E-12                             4.389433810845429E-1-5.560773982775219E-1i
1.768775502200000E14                              1.419718437896709E0-5.694301243020124E-5i         0.000000000000000E0                               5.892294567188700E-12                             -1.236086456771196E-2-8.653614656794231E-2i
1.791259936550000E14                              1.415037200629181E0-4.523107031782424E-4i         0.000000000000000E0                               5.892294567188700E-12                             -3.301095406365772E-3+5.458304713810428E-4i
1.791259936550000E14                              1.415385038048453E0-4.874646297885960E-4i         0.000000000000000E0                               5.892294567188700E-12                             -1.127412806276280E-1+1.724737342042243E-1i
1.791259936550000E14                              1.415444317021312E0-4.962934403950296E-4i         0.000000000000000E0                               5.892294567188700E-12                             -5.157669277344393E-2-4.171366103962924E-3i
1.791259936550000E14                              1.420128107907513E0-5.228637457610740E-5i         1.000000000000000E0                               5.892294567188700E-12                             2.715832648599984E-1-6.611858713811888E-1i
1.791259936550000E14                              1.420200927920931E0-5.231587852747901E-5i         0.000000000000000E0                               5.892294567188700E-12                             -2.423901580696488E-2-8.725071277315635E-2i
1.813744370900000E14                              1.415561162241880E0-4.329780817995173E-4i         0.000000000000000E0                               5.892294567188700E-12                             -3.304736753568898E-3+1.556716047003208E-3i
1.813744370900000E14                              1.415920246438799E0-4.700094357105880E-4i         0.000000000000000E0                               5.892294567188700E-12                             -1.168593753488421E-1+1.700038250728300E-1i
1.813744370900000E14                              1.415974045598901E0-4.801782352891690E-4i         0.000000000000000E0                               5.892294567188700E-12                             -5.795144074147816E-2-4.219315059131686E-4i
1.813744370900000E14                              1.420601080955564E0-4.796104804189653E-5i         1.000000000000000E0                               5.892294567188700E-12                             5.746451929483174E-1-4.360750954078888E-1i
1.813744370900000E14                              1.420673395276955E0-4.821627001870813E-5i         0.000000000000000E0                               5.892294567188700E-12                             -1.718176744584414E-2-8.858150507986060E-2i
1.836228805250000E14                              1.416076853783885E0-4.137097345466007E-4i         0.000000000000000E0                               5.892294567188700E-12                             -3.756083732450510E-3+1.182745162961622E-3i
